3.299,0.100846,0.210524,0.0797697
3.309,0.103228,0.2149,0.0800382
3.319,0.105566,0.219308,0.0798105
3.329,0.108126,0.223545,0.0797582
3.339,0.110511,0.227927,0.0799486
3.349,0.112859,0.232338,0.0798435
3.359,0.115435,0.236601,0.0798565
3.369,0.117887,0.240941,0.0799441
3.379,0.120228,0.245375,0.0798179
3.389,0.122774,0.249725,0.0799899
3.399,0.125296,0.254023,0.0799157
3.409,0.127626,0.258449,0.0797682
3.419,0.130171,0.262735,0.0800071
3.429,0.132709,0.267031,0.0799067
3.439,0.135039,0.271452,0.0798565
3.449,0.137522,0.275774,0.0800012
3.459,0.1401,0.280052,0.0798278
3.469,0.142489,0.284433,0.0799644
3.479,0.144909,0.288791,0.079848
3.489,0.147478,0.29306,0.0798042
3.499,0.149879,0.29743,0.079976
3.509,0.15229,0.30179,0.0797878
3.519,0.154858,0.306059,0.0797647
3.529,0.157212,0.310453,0.079984
3.539,0.159571,0.314851,0.079912
3.549,0.162123,0.319145,0.0799303
3.559,0.164543,0.323506,0.0799284
3.569,0.166903,0.327902,0.0799026
3.579,0.169475,0.332182,0.0799624
3.589,0.171938,0.336519,0.079944
3.599,0.174259,0.340943,0.0798173
3.609,0.176796,0.345225,0.0799669
3.619,0.179326,0.349521,0.0799042
3.629,0.181699,0.353916,0.079876
3.639,0.184216,0.358222,0.0799177
3.649,0.186756,0.362514,0.0799374
3.659,0.189141,0.366898,0.0799759
3.669,0.19156,0.371258,0.0798938
3.679,0.194084,0.375563,0.0798663
3.689,0.196449,0.37996,0.0799491
3.699,0.198862,0.384323,0.0799239
3.709,0.201434,0.388602,0.0797776
3.719,0.203821,0.392983,0.0799615
3.729,0.206224,0.397356,0.0799337
3.739,0.208789,0.401643,0.0798691
3.749,0.211231,0.40599,0.0799828
3.759,0.213618,0.410373,0.0798608
3.769,0.216218,0.414641,0.079813
3.779,0.218638,0.418997,0.0800584
3.789,0.220972,0.423416,0.0798154
3.799,0.223526,0.427706,0.0799003
3.809,0.226011,0.432027,0.0799826
3.819,0.228369,0.43643,0.0798689
3.829,0.230843,0.440759,0.0799288
3.839,0.233347,0.445074,0.0799405
3.849,0.235714,0.449474,0.0798855
3.859,0.238221,0.453787,0.0799407
3.869,0.240738,0.458095,0.0799467
3.879,0.243073,0.462513,0.079903
3.889,0.245522,0.466856,0.0799791
3.899,0.248084,0.471142,0.079856
3.909,0.250446,0.475542,0.0799192
3.919,0.25288,0.479895,0.079978
3.929,0.25546,0.484175,0.0798357
3.939,0.257879,0.488535,0.0799701
3.949,0.260281,0.492906,0.0798544
3.959,0.262851,0.497178,0.0797639
3.969,0.265197,0.501578,0.0799477
3.979,0.26758,0.50596,0.0799355
3.989,0.270159,0.51024,0.0799072
3.999,0.272625,0.514572,0.0799812
4.009,0.274971,0.518981,0.0797719
4.019,0.27747,0.523288,0.0798115
4.029,0.279934,0.527617,0.0799002
4.039,0.282295,0.532016,0.079825
4.049,0.284865,0.536294,0.0799431
4.059,0.287388,0.540595,0.0799779
4.069,0.289764,0.544988,0.0799427
4.079,0.292228,0.549318,0.0798184
4.089,0.29474,0.553617,0.0799151
4.099,0.297111,0.558012,0.0799432
4.109,0.299555,0.562355,0.0799081
4.119,0.302073,0.566657,0.0798649
4.129,0.3044,0.571077,0.0798616
4.139,0.306869,0.575394,0.0799134
4.149,0.309453,0.579657,0.0798194
4.159,0.311843,0.584037,0.0800005
4.169,0.314237,0.588413,0.0798441
4.179,0.316806,0.59268,0.0797309
4.189,0.319183,0.59706,0.0799165
4.199,0.321433,0.601295,0.0795793
4.209,0.323415,0.605023,0.079424
4.219,0.325079,0.608166,0.0796436
4.229,0.326516,0.610916,0.0798047
4.239,0.327731,0.613272,0.0799072
4.249,0.328734,0.615229,0.0799512
4.259,0.329587,0.616807,0.0799369
4.269,0.330387,0.618235,0.079865
4.279,0.331134,0.619572,0.0797366
4.289,0.33183,0.620821,0.0795549
4.299,0.332499,0.621989,0.0794209
4.309,0.333113,0.623056,0.0796406
4.319,0.333629,0.624024,0.0798017
4.329,0.334074,0.624881,0.0799041
4.339,0.334454,0.62563,0.079948
4.349,0.334773,0.626272,0.0799334
4.359,0.335036,0.626812,0.0798612
4.369,0.335245,0.627255,0.0797324
4.379,0.335404,0.627604,0.0795503
4.389,0.335525,0.627869,0.0794286
4.399,0.335642,0.628109,0.0796463
4.409,0.335752,0.62833,0.0798056
4.419,0.335861,0.628534,0.0799063
4.429,0.33597,0.628719,0.0799484
4.439,0.336082,0.628885,0.0799322
4.449,0.3362,0.629032,0.0798583
4.459,0.336327,0.629156,0.079728
4.469,0.336465,0.629257,0.0795445
4.479,0.336592,0.629333,0.079425
4.489,0.336621,0.629396,0.0796429
4.499,0.336635,0.629461,0.0798021
4.509,0.336654,0.629526,0.0799026
4.519,0.336679,0.629582,0.0799444
4.529,0.336708,0.629612,0.0799279
4.539,0.336745,0.629623,0.0798536
4.549,0.336799,0.629624,0.0797229
4.559,0.336873,0.629621,0.079539
4.569,0.336973,0.629626,0.0794473
4.579,0.337092,0.629656,0.0796169
4.589,0.337206,0.629693,0.0797417
4.599,0.337315,0.629734,0.0798338
4.609,0.337355,0.629768,0.0798804
4.619,0.33734,0.62977,0.0798792
4.629,0.337304,0.62975,0.0798157
4.639,0.337243,0.629725,0.079698
4.649,0.337159,0.629701,0.0795257
4.669,0.337198,0.629703,0.0796025
4.679,0.337346,0.629741,0.0797358
4.689,0.337482,0.629788,0.079832
4.699,0.337551,0.62984,0.0798789
4.709,0.33758,0.629871,0.0798739
4.719,0.337581,0.62988,0.0798131
4.729,0.337555,0.629874,0.0796942
4.739,0.337501,0.629861,0.0795208
4.749,0.337446,0.629844,0.0794488
4.759,0.337514,0.62985,0.0796332
4.769,0.337663,0.62988,0.0797558
4.779,0.337853,0.629932,0.0798345
4.789,0.337972,0.629982,0.07988
4.799,0.338036,0.630027,0.0798742
4.809,0.338071,0.630052,0.0798117
4.819,0.338073,0.630058,0.0796912
4.829,0.338042,0.630053,0.0795162
4.849,0.338109,0.630069,0.0796073
4.859,0.338315,0.630116,0.0797319
4.869,0.338503,0.630161,0.0798267
4.879,0.338616,0.630206,0.0798699
4.889,0.338667,0.630234,0.0798675
4.899,0.338657,0.630239,0.0798054
4.909,0.338594,0.630227,0.0796852
4.919,0.338484,0.630205,0.0795106
4.929,0.338374,0.630168,0.0794678
4.939,0.338347,0.630108,0.0796748
4.949,0.33841,0.630069,0.0798227
4.959,0.338552,0.630057,0.0799114
4.969,0.33876,0.630072,0.0799408
4.979,0.33903,0.630111,0.0799111
4.989,0.339355,0.630172,0.0798227
4.999,0.339714,0.630246,0.0796836
5.009,0.33993,0.630307,0.0795065
5.019,0.340085,0.630345,0.0794622
5.029,0.340342,0.630382,0.0796233
5.039,0.340636,0.630414,0.0797533
5.049,0.340924,0.630451,0.079841
5.059,0.341147,0.630495,0.0798847
5.069,0.341317,0.630544,0.0798735
5.079,0.34144,0.630582,0.0798062
5.089,0.342459,0.630696,0.0807104
5.099,0.343731,0.630832,0.0814128
5.109,0.345081,0.630975,0.0813672
5.119,0.346503,0.631115,0.0805697
5.129,0.348374,0.631184,0.0800024
5.139,0.351023,0.631559,0.0799564
5.149,0.354193,0.631939,0.0799355
5.159,0.357655,0.632398,0.0797633
5.169,0.361619,0.633008,0.079939
5.179,0.365927,0.633609,0.079924
5.189,0.370444,0.634285,0.0798796
5.199,0.37516,0.635203,0.0799279
5.209,0.380083,0.636212,0.080041
5.219,0.384989,0.637262,0.0797739
5.229,0.389883,0.638104,0.0798244
5.239,0.394775,0.639072,0.0799099
5.249,0.399661,0.640071,0.0798557
5.259,0.404594,0.640835,0.0798912
5.269,0.409494,0.641766,0.0800483
5.279,0.414379,0.642826,0.0798001
5.289,0.419289,0.643637,0.0797844
5.299,0.424185,0.644559,0.0800184
5.309,0.429072,0.645606,0.0798635
5.319,0.433985,0.646455,0.0798818
5.329,0.438892,0.647335,0.080029
5.339,0.443781,0.648376,0.0799309
5.349,0.448676,0.64928,0.0797946
