3.299,0.100846,0.210524,0.0797697
3.404,0.126475,0.256224,0.0799115
3.509,0.15229,0.30179,0.0797878
3.614,0.178098,0.347356,0.0798022
3.719,0.203821,0.392983,0.0799615
3.824,0.229579,0.438607,0.0798776
3.929,0.25546,0.484175,0.0798357
4.034,0.281113,0.529819,0.0798919
4.139,0.306869,0.575394,0.0799134
4.279,0.331134,0.619572,0.0797366
5.209,0.380083,0.636212,0.080041
5.314,0.431518,0.646069,0.0798478
5.419,0.482929,0.655755,0.0798333
5.524,0.534357,0.665617,0.0799893
5.629,0.585784,0.67546,0.0799081
5.734,0.637283,0.685054,0.0798991
5.839,0.688658,0.695067,0.0798728
5.944,0.740082,0.704785,0.0798085
6.049,0.791447,0.714442,0.0799092
6.154,0.842891,0.724258,0.0800554
6.259,0.894268,0.734153,0.079857
6.364,0.94575,0.743844,0.0799795
6.469,0.997156,0.753736,0.0799046
6.574,1.04859,0.76354,0.0799633
6.679,1.10004,0.773186,0.079972
6.784,1.15146,0.783056,0.0799387
6.889,1.20292,0.792852,0.079878
6.994,1.2544,0.80254,0.0799836
7.099,1.30582,0.812495,0.0798081
7.204,1.35725,0.822147,0.0797876
7.309,1.40865,0.831883,0.0799931
7.414,1.46007,0.841661,0.0800088
7.519,1.51146,0.851509,0.0798591
7.624,1.56285,0.86126,0.0799728
7.724,1.61475,0.86922,0.0770766
7.814,1.66505,0.878795,0.0716742
7.914,1.71464,0.888971,0.0656227
8.014,1.76451,0.898166,0.0590916
8.119,1.81562,0.907901,0.0528374
8.224,1.86672,0.917812,0.0474321
8.329,1.91762,0.927945,0.0421163
8.434,1.96801,0.937135,0.0371789
8.539,2.01885,0.947234,0.0319623
8.644,2.06954,0.957033,0.0266742
8.749,2.12009,0.966414,0.0217203
8.854,2.17122,0.97661,0.0167534
8.959,2.22254,0.986457,0.0124214
9.064,2.27392,0.996446,0.0092602
9.169,2.32442,1.00578,0.0060448
9.274,2.37556,1.01583,0.00279318
9.379,2.42604,1.02513,2.29661e-05
9.484,2.47677,1.03482,-0.00314082
9.589,2.52779,1.04467,-0.00641656
9.694,2.57889,1.0544,-0.00889892
9.799,2.63042,1.06413,-0.0112484
9.904,2.68163,1.07371,-0.012397
10.009,2.73258,1.08347,-0.013166
10.114,2.78324,1.09275,-0.0144206
10.219,2.83429,1.10225,-0.0155302
10.324,2.88497,1.11158,-0.016276
10.429,2.93572,1.12102,-0.0172753
10.534,2.987,1.13095,-0.0181206
10.639,3.0383,1.14048,-0.0178256
10.744,3.08916,1.15016,-0.0170675
10.849,3.14023,1.15982,-0.0159255
10.954,3.19072,1.16896,-0.0147592
11.059,3.24142,1.17851,-0.0140115
11.164,3.29229,1.18796,-0.0129205
11.269,3.34299,1.19764,-0.0116842
11.374,3.39404,1.2074,-0.0103642
11.479,3.44527,1.21689,-0.00784718
11.584,3.496,1.22666,-0.00476242
11.689,3.54649,1.23596,-0.00194228
11.794,3.59735,1.24575,0.001327
11.899,3.64772,1.25513,0.00447234
12.004,3.69821,1.26457,0.0072803
12.109,3.74903,1.27433,0.0105015
12.214,3.79969,1.2841,0.0143551
12.319,3.85041,1.29359,0.0185417
12.424,3.90078,1.30295,0.0239014
12.529,3.95122,1.31263,0.0289298
13.049,4.00216,1.30914,0.0337544
